,USA_MOM,USA_QUAL,USA_VAL,USA_SMALL,EUR_MOM,EUR_QUAL,EUR_VAL,EUR_SMALL,CONS_DISC,CONS_STAP,ENERGY,HEALTH,INDUST,INFOTECH,MATERIALS
2000-11,685.34380751,842.39699983,406.9323811024134,145.193546542603,1299.478304504433,1129.7053680899594,719.5035172852911,133.30855454581996,229.22999572753906,229.74000549316406,227.7100067138672,431.20001220703125,282.8699951171875,535.4099731445312,114.93000030517578
2000-12,706.71352672,820.68712364,417.72988791322746,159.0186694636475,1293.0454165910644,1106.6750069763832,730.4683337438838,130.5712950206642,237.25,238.14999389648438,240.8699951171875,442.9200134277344,285.7699890136719,476.6400146484375,131.61000061035156
2001-01,678.08832703,843.18855515,447.7466863705047,167.00350026031714,1233.292571745353,1087.3443842455283,746.0569367554646,138.76343554651024,269.2799987792969,223.1199951171875,233.57000732421875,406.42999267578125,282.80999755859375,562.02001953125,128.19000244140625
2001-02,622.43718596,761.82961542,424.0348494776062,159.97652932315316,1227.6013188943132,1010.5381127621712,717.8860955415786,134.79473307829156,248.38999938964844,225.77000427246094,228.3300018310547,406.8999938964844,278.4599914550781,404.5799865722656,129.30999755859375
2001-03,573.75718559,707.82372665,416.4200190023247,155.54145617306762,1196.8083122106916,965.1260101501232,690.7606215722824,127.16640435867654,236.77000427246094,213.7899932861328,224.75999450683594,376.44000244140625,255.02000427246094,353.1000061035156,123.41999816894531
2001-04,615.09930727,754.93955021,440.97040398048097,165.58218173869082,1221.6356026040885,1027.6161202813855,726.9625763615048,133.9050226720393,257.0299987792969,211.85000610351562,247.02000427246094,386.44000244140625,286.1000061035156,412.8500061035156,137.19000244140625
2001-05,614.85299473,757.86975085,436.2440389280577,169.9621607912094,1246.1828920993985,1038.7602361720917,737.3667071472704,138.9434514854904,264.0799865722656,215.64999389648438,247.3699951171875,390.4200134277344,294.3900146484375,392.17999267578125,142.1699981689453
2001-06,593.27353776,738.89381043,440.488878432856,177.56990591022512,1246.9695031566907,997.321224626972,696.9426521172642,132.2839970913188,259.9800109863281,208.5500030517578,230.55999755859375,372.25,282.6499938964844,396.69000244140625,135.94000244140625
2001-07,591.48714848,749.3959737,444.9873346624983,173.66948870697777,1193.751243771508,969.6196469906336,672.2042647435935,125.7415270105334,260.7300109863281,210.02000427246094,226.74000549316406,391.95001220703125,272.94000244140625,373.0899963378906,136.1199951171875
2001-08,574.66729931,703.1337405,424.23523117299607,169.81441818392491,1159.0971538325616,907.6132979704782,646.2585628414078,121.98093814190987,233.02000427246094,218.52999877929688,217.8800048828125,377.3399963378906,260.92999267578125,325.9800109863281,134.55999755859375
2001-09,536.79209245,662.86203808,382.22566370756425,146.90082092442168,1053.3422188369386,832.1018537900794,568.463587229295,101.05982833629784,203.44000244140625,214.0500030517578,203.11000061035156,382.7900085449219,228.58999633789062,261.8500061035156,119.33999633789062
2001-10,532.99790055,679.69183405,379.6132813610052,159.24570067833957,1057.7980634097676,872.9814618421362,583.8773613632028,108.52563734526632,208.07000732421875,212.6999969482422,209.52000427246094,380.6000061035156,233.1199951171875,307.3500061035156,122.16999816894531
2001-11,567.05812448,732.51249235,415.3740474244409,172.80734508791556,1076.545838765037,910.7381729850996,624.6038201902888,117.97002720126896,236.22000122070312,217.30999755859375,200.72999572753906,398.55999755859375,254.6300048828125,359.7300109863281,136.35000610351562
2001-12,575.56123152,734.00363854,416.5522494202863,184.1017223334496,1124.6423517148874,947.4950414135368,639.4343795539487,120.5303516147928,241.8800048828125,218.38999938964844,211.3000030517578,385.5899963378906,265.7699890136719,352.70001220703125,132.92999267578125
